LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
-1.0589919349710535,-1.1946482603760062,0.2614943066158035,0.7198740330653558,-0.7545680696815085,0.8546941726064713,-0.669398892046929,-0.6551119395820102,-1.404567267890016,-1.4265436217505487,-1.3740368143978998,-0.7030445550649161,-0.6795778515484784,-0.6727255026769722,-0.6181365867408413,-0.6472485680664928,-0.6263888499997431,-0.3832621933415806,-0.3136000719021238,-0.3917097967715626,-0.3571312033650922,-0.3148758251369422,-0.20254946550061906,1.0
-1.13634331315846,-1.1946482603760062,1.560307087820125,0.7198740330653558,1.0063842516288959,1.6959285944632343,1.7637957882528936,0.11742572501941692,0.24012508326925333,0.24518718498837558,1.8974794103590042,-0.580013976387435,-0.5704007573260276,-0.5262981983698459,-0.4559679375353428,-0.43670135087381146,-0.4248865713260214,-0.44542202049404744,-0.20880121570224444,-0.299528152382313,-0.19358043453217497,-0.3148758251369422,-0.14423881985391723,0.0
0.5653870069644834,-1.1946482603760062,-1.0373184745885182,0.7198740330653558,1.0063842516288959,0.01345975074970821,0.14166600138634522,0.11742572501941692,0.24012508326925333,0.24518718498837558,0.2617212979805523,2.825107778942054,2.667905344601086,2.8860299854969593,2.4842665675820825,2.676812215954067,2.7211582369025358,0.5129550068592424,0.2583185800427054,0.290434371708884,0.2970718719665766,0.14071961026854893,0.06956688085065613,1.0
0.5653870069644834,0.8370664681546164,0.2614943066158035,0.7198740330653558,1.0063842516288959,0.8546941726064713,-1.4804637854802032,-1.4276496041834374,-1.404567267890016,-1.4265436217505487,-1.3740368143978998,-0.7030445550649161,-0.690897555588557,-0.6727255026769722,-0.6181365867408413,-0.6472485680664928,-0.6263888499997431,-0.44542202049404744,-0.3136000719021238,-0.3917097967715626,-0.3571312033650922,-0.3148758251369422,-0.20254946550061906,1.0
-0.05342401853476869,0.8370664681546164,0.2614943066158035,-3.02946988915004,0.235967611055594,0.01345975074970821,0.14166600138634522,0.11742572501941692,0.24012508326925333,0.24518718498837558,0.2617212979805523,-0.6644281762979193,-0.13314090767529735,-0.08298046916562653,-0.17631669902174202,-0.18101488945596536,-0.15468497775944604,2.41456756520817,-0.22949438779259007,-0.30957595162074125,-0.2753558189486336,-0.2523453516275385,-0.18598924213695572,0.0
-1.0589919349710535,-1.1946482603760062,0.2614943066158035,0.7198740330653558,1.3365628118745967,-0.8277746711070548,-0.669398892046929,-0.6551119395820102,-0.5822210923103813,0.24518718498837558,-0.5561577582086736,-0.6973682054020613,-0.6851506289220556,-0.6667172949777056,-0.6058904416063299,-0.6404776814327181,-0.6133930472314797,-0.4138639544012566,-0.2884635806512745,-0.31870193441527694,-0.3571312033650922,-0.2709108656203123,-0.20254946550061906,0.0
1.8030090579629878,0.8370664681546164,0.2614943066158035,0.7198740330653558,0.6762056913831951,0.01345975074970821,0.14166600138634522,0.11742572501941692,0.24012508326925333,0.24518718498837558,0.2617212979805523,4.546045121929475,4.717889233818251,5.031248406726768,2.4123359272212914,1.9538490858129154,1.9859358458353014,0.6718610265284973,0.5493559850556955,0.1837802091505223,0.13409353082457462,0.03029466661214302,0.03115960225136186,0.0
0.10127873784004435,-1.1946482603760062,-1.0373184745885182,0.7198740330653558,-0.8646275897634087,-1.669009092963818,-0.669398892046929,1.6625010542222711,1.8848174344285227,-1.4265436217505487,-1.3740368143978998,-0.539749162743599,-0.47773882104922993,-0.45970722970297445,-0.4103232147612551,-0.4174487792838359,-0.4062008963612903,-0.16649971916887576,-0.3136000719021238,-0.3917097967715626,-0.3571312033650922,-0.3148758251369422,-0.20254946550061906,1.0
-1.2136946913458664,-1.1946482603760062,0.2614943066158035,0.7198740330653558,-1.41492519017291,0.01345975074970821,0.14166600138634522,0.11742572501941692,0.24012508326925333,0.24518718498837558,0.2617212979805523,-0.6761392310316373,-0.6446899431993129,-0.5816465359630898,-0.5628433859819871,-0.5844981793140858,-0.5514609767853125,-0.32588389135468815,-0.1278058550050633,-0.299528152382313,-0.3325985880401546,-0.2579263957112558,-0.18311258361838512,0.0
-0.05342401853476869,0.8370664681546164,1.560307087820125,-1.1547979280423422,1.7768008922021978,-0.8277746711070548,1.7637957882528936,-0.6551119395820102,-0.5822210923103813,-0.5906782183810866,-0.5561577582086736,-0.6743761224242354,-0.6763851145115332,-0.640484489139241,-0.5852791897574617,-0.6301503694963546,-0.5906167245041993,-0.44542202049404744,-0.17871359738683387,-0.1958238024444073,-0.2753558189486336,-0.19385828760735863,0.7012655420232593,0.0
0.4106842505896704,-1.1946482603760062,0.2614943066158035,-1.1547979280423422,0.5661461713012947,-0.8277746711070548,-0.669398892046929,-1.4276496041834374,-1.404567267890016,-1.4265436217505487,-1.3740368143978998,-0.7007797488863023,-0.690897555588557,-0.6727255026769722,-0.6181365867408413,-0.6472485680664928,-0.6160864778570265,-0.44542202049404744,-0.3136000719021238,-0.3917097967715626,-0.3571312033650922,-0.2800227743284221,-0.13012764360741538,0.0
-0.20812677490958173,0.8370664681546164,-1.0373184745885182,-1.1547979280423422,0.12590809097369374,-0.8277746711070548,-0.669398892046929,-1.4276496041834374,-0.5822210923103813,0.24518718498837558,0.2617212979805523,-0.6451916579960225,-0.690897555588557,-0.6727255026769722,-0.572198080181961,-0.6197717629642807,-0.6263888499997431,-0.44542202049404744,-0.3136000719021238,-0.1178381312911022,-0.3571312033650922,-0.3148758251369422,-0.20254946550061906,0.0
